SERIES_WINNER,SERIES_LOSER,WINNER_GAMES_WON,LOSER_GAMES_WON,WINNER_HOME_GAMES,LOSER_HOME_GAMES,WINNER_SEED,LOSER_SEED,WINNER_CONF,LOSER_CONF,WINNER_WINS,LOSER_WINS,ROUND,HIGHER_SEED,LOWER_SEED,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF,SERIES_WINNER_H2H_WINS,SERIES_LOSER_H2H_WINS,H2H_WIN_RATIO,SEASON
Atlanta Hawks,Milwaukee Bucks,4,3,4,3,3,6,East,East,53,46,First Round,Atlanta Hawks,Milwaukee Bucks,4.0,1.0,3.0,6.900000000000006,7.0,3.0999999999999943,4.099999999999994,3.9000000000000004,2.8000000000000003,-0.007999999999999896,0.22999999999999998,0.7000000000000028,0.02200000000000002,-0.040999999999999925,0.0010000000000000009,-0.010999999999999982,0.02400000000000002,0.027000000000000024,-1.5,-1.8299999999999983,0.028000000000000025,2,1,0.6666664444445185,2009-10
Boston Celtics,Cleveland Cavaliers,4,2,3,3,4,1,East,East,50,61,Conf Semis,Cleveland Cavaliers,Boston Celtics,-3.0,0.0,-3.0,-3.3999999999999915,-3.6999999999999886,-0.4000000000000057,-0.5999999999999943,-3.0,-3.0999999999999996,0.04300000000000004,-0.030000000000000027,0.8000000000000007,-0.01899999999999996,-0.028000000000000025,-0.026000000000000023,0.010000000000000009,-0.010000000000000009,-0.006000000000000005,0.29999999999999716,0.45000000000000284,-0.01200000000000001,2,2,0.49999987500003124,2009-10
Boston Celtics,Miami Heat,4,1,3,2,4,5,East,East,50,47,First Round,Boston Celtics,Miami Heat,2.0,2.0,2.0,0.9000000000000057,1.2000000000000028,0.19999999999998863,-0.20000000000000284,0.6999999999999997,1.3000000000000003,0.11599999999999999,0.15000000000000013,3.0999999999999996,-0.019999999999999962,-0.0040000000000000036,-0.007000000000000006,0.016000000000000014,0.026000000000000023,0.026999999999999913,1.8999999999999915,1.9200000000000017,0.018000000000000016,3,0,0.9999996666667778,2009-10
Boston Celtics,Orlando Magic,4,2,3,3,4,2,East,East,50,59,Conf Finals,Orlando Magic,Boston Celtics,-4.0,1.0,-3.0,-4.099999999999994,-3.799999999999997,0.8999999999999915,0.4000000000000057,-5.000000000000001,-4.2,0.09799999999999998,0.18000000000000016,2.6999999999999993,-0.006000000000000005,-0.029000000000000026,-0.019000000000000017,0.008000000000000007,-0.014000000000000012,-0.009000000000000008,-0.4000000000000057,-0.3200000000000074,-0.01100000000000001,1,3,0.24999993750001562,2009-10
Cleveland Cavaliers,Chicago Bulls,4,1,3,2,1,8,East,East,61,41,First Round,Cleveland Cavaliers,Chicago Bulls,5.0,-3.0,9.0,8.0,8.0,-1.0999999999999943,-0.4000000000000057,9.1,8.4,0.038999999999999924,0.16000000000000014,1.6999999999999993,-0.010000000000000009,0.016000000000000014,0.010000000000000009,-0.0010000000000000009,0.05500000000000005,0.04999999999999993,-2.0,-2.25,0.052000000000000046,2,2,0.49999987500003124,2009-10
Los Angeles Lakers,Boston Celtics,4,3,4,3,1,4,West,East,57,50,Conf Semis,Los Angeles Lakers,Boston Celtics,3.0,1.0,1.0,0.5,0.6999999999999886,0.0,-0.5,0.6000000000000005,1.2000000000000002,-0.08499999999999996,0.0,-2.3000000000000007,0.03999999999999998,0.01100000000000001,0.019000000000000017,-0.019000000000000017,-0.026000000000000023,-0.025999999999999912,1.4000000000000057,1.5100000000000051,-0.01100000000000001,1,1,0.499999750000125,2009-10
Los Angeles Lakers,Oklahoma City Thunder,4,2,3,3,1,8,West,West,57,50,First Round,Los Angeles Lakers,Oklahoma City Thunder,1.0,-1.0,2.0,0.10000000000000853,0.5999999999999943,-0.5,-0.7999999999999972,0.8000000000000007,1.4000000000000004,0.015000000000000013,0.24,0.6999999999999993,-0.006000000000000005,0.014000000000000012,0.0010000000000000009,-0.017000000000000015,0.0020000000000000018,-0.009000000000000008,-0.3999999999999915,-0.3999999999999915,-0.0030000000000000027,3,1,0.7499998125000469,2009-10
Los Angeles Lakers,Phoenix Suns,4,2,3,3,1,3,West,West,57,54,Conf Finals,Los Angeles Lakers,Phoenix Suns,-8.0,-8.0,0.0,-6.799999999999997,-6.300000000000011,-5.800000000000011,-6.3999999999999915,-0.8999999999999995,0.10000000000000053,-0.02299999999999991,0.0,-1.3000000000000007,0.0030000000000000027,0.03499999999999992,0.009000000000000008,-0.01100000000000001,-0.050000000000000044,-0.04699999999999993,-2.700000000000003,-2.700000000000003,-0.007000000000000006,3,1,0.7499998125000469,2009-10
Los Angeles Lakers,Utah Jazz,4,0,2,2,1,5,West,West,57,53,Conf Semis,Los Angeles Lakers,Utah Jazz,-2.0,-2.0,0.0,-1.8999999999999915,-2.1000000000000085,-1.8000000000000114,-1.2999999999999972,0.10000000000000053,-0.7999999999999998,-0.128,-0.17999999999999994,-3.6000000000000014,0.0010000000000000009,-0.010000000000000009,-0.008000000000000007,-0.019000000000000017,-0.028000000000000025,-0.026999999999999913,-0.7999999999999972,-0.9500000000000028,-0.02100000000000002,3,1,0.7499998125000469,2009-10
Orlando Magic,Atlanta Hawks,4,0,2,2,2,3,East,East,59,53,Conf Semis,Orlando Magic,Atlanta Hawks,1.0,-2.0,2.0,0.5999999999999943,-0.29999999999999716,-3.799999999999997,-3.200000000000003,4.4,3.0,-0.025000000000000022,-0.43000000000000016,-1.3000000000000007,-0.03999999999999998,0.040999999999999925,0.010000000000000009,0.021999999999999992,0.030000000000000027,0.027999999999999914,1.7000000000000028,1.7700000000000102,0.028000000000000025,3,1,0.7499998125000469,2009-10
Orlando Magic,Charlotte Bobcats,4,0,2,2,2,7,East,East,59,44,First Round,Orlando Magic,Charlotte Bobcats,8.0,1.0,6.0,8.0,6.799999999999997,0.0,0.7999999999999972,8.0,6.0,-0.04299999999999993,0.10999999999999988,-0.3000000000000007,-0.034999999999999976,0.028000000000000025,0.0020000000000000018,-0.01999999999999999,0.04600000000000004,0.03499999999999992,1.4000000000000057,1.6300000000000097,0.03300000000000003,3,1,0.7499998125000469,2009-10
Phoenix Suns,Portland Trail Blazers,4,2,3,3,3,6,West,West,54,50,First Round,Phoenix Suns,Portland Trail Blazers,12.0,10.0,2.0,4.700000000000003,4.300000000000011,2.9000000000000057,3.0,1.7000000000000002,1.2999999999999998,0.010000000000000009,-0.06999999999999984,0.8999999999999986,-0.009000000000000008,-0.028999999999999915,-0.007000000000000006,0.013999999999999985,0.04700000000000004,0.03799999999999992,7.700000000000003,7.790000000000006,0.01100000000000001,1,2,0.33333322222225925,2009-10
Phoenix Suns,San Antonio Spurs,4,0,2,2,3,7,West,West,54,50,Conf Semis,Phoenix Suns,San Antonio Spurs,9.0,9.0,0.0,5.5,4.6000000000000085,4.900000000000006,5.199999999999989,0.5999999999999996,-0.6000000000000005,-0.008000000000000007,-0.05999999999999983,0.10000000000000142,0.008000000000000007,-0.04699999999999993,-0.01200000000000001,0.0050000000000000044,0.031000000000000028,0.03299999999999992,3.9000000000000057,4.170000000000002,0.0040000000000000036,2,1,0.6666664444445185,2009-10
San Antonio Spurs,Dallas Mavericks,4,2,3,3,7,2,West,West,50,55,First Round,Dallas Mavericks,San Antonio Spurs,-1.0,-3.0,2.0,0.10000000000000853,1.5,-1.2000000000000028,-1.0999999999999943,1.2000000000000002,2.6000000000000005,-0.030000000000000027,-0.17000000000000015,-0.6000000000000014,0.023999999999999966,0.02300000000000002,0.02200000000000002,0.009999999999999981,0.009000000000000008,0.0,-0.7999999999999972,-1.3399999999999892,-0.0020000000000000018,1,3,0.24999993750001562,2009-10
Utah Jazz,Denver Nuggets,4,2,3,3,5,4,West,West,53,53,First Round,Denver Nuggets,Utah Jazz,-2.0,-3.0,1.0,-0.9000000000000057,-1.0999999999999943,-1.7999999999999972,-2.5,0.7999999999999998,1.2999999999999998,0.128,0.25,3.6999999999999993,0.009000000000000008,0.030999999999999917,0.02200000000000002,0.016000000000000014,0.015000000000000013,0.0039999999999998925,-1.2999999999999972,-0.9299999999999926,0.026000000000000023,1,3,0.24999993750001562,2009-10
